time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-05 00:00:00+00:00,1,1,,
2025-09-06 00:00:00+00:00,3,2,,
2025-09-08 00:00:00+00:00,1,1,,
2025-09-09 00:00:00+00:00,1,1,3.0,1.0
2025-09-12 00:00:00+00:00,1,1,,
