url_path,views_total,views_unique
/weanalyze/workcell,192,41
/weanalyze/workcell/actions,19,1
/weanalyze/workcell/stargazers,14,5
/weanalyze/workcell/blob/main/README_zh-hans.md,12,9
/weanalyze/workcell/issues,10,3
/weanalyze/workcell/pulls,10,3
/weanalyze/workcell/releases,9,1
/weanalyze/workcell/tree/main/workcell,7,4
/weanalyze/workcell/compare/dev,7,1
/weanalyze/workcell/commits,6,2
