time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-07 00:00:00+00:00,,,24,1
2024-06-11 00:00:00+00:00,,,2,1
2024-06-12 00:00:00+00:00,1.0,1.0,1,1
2024-06-16 00:00:00+00:00,1.0,1.0,1,1
