time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-16 00:00:00+00:00,1.0,1.0,1,1
2024-06-20 00:00:00+00:00,,,1,1
2024-06-21 00:00:00+00:00,,,9,1
2024-06-22 00:00:00+00:00,1.0,1.0,1,1
2024-06-23 00:00:00+00:00,1.0,1.0,1,1
2024-06-26 00:00:00+00:00,,,5,3
2024-06-27 00:00:00+00:00,,,20,2
2024-06-28 00:00:00+00:00,,,5,2
